id,municipio,2020M08,2021M02,2021M08,2022M02,2022M08,2023M02,2023M08,2024M02
10103,Jaraicejo,1,1,1,1,1,3,2,3
10104,Jaraíz de la Vera,13,15,15,10,11,8,16,29
10105,Jarandilla de la Vera,48,44,40,42,35,29,33,36
10106,Jarilla,4,4,4,4,4,4,3,3
10107,Jerte,16,16,16,9,13,11,18,22
10108,Ladrillar,2,4,4,4,5,6,7,7
10109,Logrosán,6,2,2,2,1,1,1,1
10110,Losar de la Vera,9,8,10,10,7,8,13,14
10111,Madrigal de la Vera,5,6,6,6,6,8,7,10
10112,Madrigalejo,0,0,0,0,0,0,0,0
10113,Madroñera,0,0,1,1,1,0,0,0
10114,Majadas,0,0,0,0,0,0,0,0
10115,Malpartida de Cáceres,1,1,2,2,2,2,3,2
10116,Malpartida de Plasencia,16,19,24,23,26,27,27,27
10117,Marchagaz,1,1,1,1,1,1,1,1
10118,Mata de Alcántara,4,4,4,4,4,2,0,0
10119,Membrío,0,0,0,0,6,6,4,6
10120,Mesas de Ibor,1,0,0,0,0,0,0,0
10121,Miajadas,2,2,2,2,3,1,0,0
10122,Millanes,3,3,3,3,3,3,0,0
10123,Mirabel,0,0,0,0,0,0,0,0
10124,Mohedas de Granadilla,0,0,0,0,0,0,0,0
10125,Monroy,0,0,0,0,0,0,0,0
10126,Montánchez,7,9,10,11,9,7,6,11
10127,Montehermoso,1,1,1,4,5,6,6,6
10128,Moraleja,3,2,3,3,3,2,3,6
10129,Morcillo,0,0,0,0,0,0,0,0
10130,Navaconcejo,17,16,17,15,16,19,17,17
10131,Navalmoral de la Mata,3,2,2,1,4,3,2,1
10132,Navalvillar de Ibor,0,0,0,0,0,0,0,0
10133,Navas del Madroño,0,0,0,0,0,0,0,0
10134,Navezuelas,0,0,1,1,1,1,1,1
10135,Nuñomoral,5,5,5,8,6,6,6,6
10136,Oliva de Plasencia,0,0,1,1,1,1,1,3
10137,Palomero,0,0,0,0,0,0,0,0
10138,Pasarón de la Vera,12,12,14,7,7,6,6,7
10139,Pedroso de Acim,0,0,0,0,0,0,0,0
10140,Peraleda de la Mata,0,0,0,0,1,1,0,0
10141,Peraleda de San Román,0,0,0,0,0,0,0,0
10142,Perales del Puerto,4,4,3,3,5,5,7,7
10143,Pescueza,1,0,1,1,1,1,0,0
10144,"Pesga, La",0,0,0,0,0,0,0,1
10145,Piedras Albas,0,0,0,0,0,0,0,0
10146,Pinofranqueado,18,13,13,12,11,13,15,14
10147,Piornal,1,5,5,4,4,4,4,4
10148,Plasencia,54,51,53,53,73,81,78,80
10149,Plasenzuela,1,1,1,0,0,1,1,1
10150,Portaje,0,0,0,0,0,0,0,0
10151,Portezuelo,0,0,0,0,0,0,0,0
10152,Pozuelo de Zarzón,0,0,0,0,0,0,0,3
10153,Puerto de Santa Cruz,1,3,3,3,3,3,2,2
10154,Rebollar,9,9,9,10,10,10,9,10
10155,Riolobos,2,2,5,5,3,3,4,5
10156,Robledillo de Gata,14,13,10,9,8,8,7,12
10157,Robledillo de la Vera,0,0,0,0,0,0,2,2
10158,Robledillo de Trujillo,1,1,1,1,1,0,0,0
10159,Robledollano,0,0,0,0,0,0,0,0
10160,Romangordo,0,0,0,0,0,0,0,0
10161,Ruanes,1,1,1,1,1,1,0,0
10162,Salorino,0,0,0,0,0,0,0,0
10163,Salvatierra de Santiago,1,1,1,1,1,1,1,3
10164,San Martín de Trevejo,2,2,2,1,2,2,1,1
10165,Santa Ana,0,0,0,0,0,0,0,0
10166,Santa Cruz de la Sierra,3,2,3,2,4,4,3,2
10167,Santa Cruz de Paniagua,0,0,0,1,1,1,0,0
10168,Santa Marta de Magasca,2,2,1,0,1,0,0,0
10169,Santiago de Alcántara,0,0,0,0,0,0,0,0
10170,Santiago del Campo,0,0,0,0,0,0,0,1
10171,Santibáñez el Alto,2,2,1,1,3,3,3,3
10172,Santibáñez el Bajo,0,0,0,0,0,0,0,0
10173,Saucedilla,0,0,0,0,0,0,0,0
10174,Segura de Toro,9,9,9,7,6,10,8,7
10175,Serradilla,2,2,2,2,2,4,6,6
10176,Serrejón,0,0,0,0,0,0,0,0
10177,Sierra de Fuentes,4,3,2,4,3,4,4,3
10178,Talaván,0,0,0,0,0,0,0,0
10179,Talaveruela de la Vera,0,0,0,0,0,0,0,2
10180,Talayuela,0,0,0,0,0,0,0,0
10181,Tejeda de Tiétar,1,1,0,0,0,1,1,1
10182,Toril,0,0,0,0,0,0,0,0
10183,Tornavacas,4,4,4,4,4,5,5,6
10184,"Torno, El",11,13,8,16,20,25,25,25
10185,Torrecilla de los Ángeles,0,0,2,2,1,1,1,1
10186,Torrecillas de la Tiesa,2,2,2,2,1,1,0,0
10187,Torre de Don Miguel,1,1,1,1,1,1,1,4
10188,Torre de Santa María,0,0,0,0,0,0,0,0
10189,Torrejoncillo,2,2,0,0,0,0,2,1
10190,Torrejón el Rubio,11,9,9,11,18,20,17,16
10191,Torremenga,9,9,9,9,8,9,9,5
10192,Torremocha,10,9,7,7,1,1,1,2
10193,Torreorgaz,0,0,0,0,0,1,2,2
10194,Torrequemada,0,0,0,0,2,2,3,2
10195,Trujillo,38,34,36,40,38,57,54,69
10196,Valdastillas,0,0,0,0,0,0,2,2
10197,Valdecañas de Tajo,2,1,2,2,1,1,1,1
10198,Valdefuentes,2,2,2,2,2,2,2,2
10199,Valdehúncar,1,1,1,1,1,0,0,0
10200,Valdelacasa de Tajo,1,1,1,0,0,0,1,1
10201,Valdemorales,0,0,0,0,0,0,0,0
10202,Valdeobispo,0,0,0,0,0,0,0,0
10203,Valencia de Alcántara,14,15,15,15,17,18,16,23
10204,Valverde de la Vera,13,8,7,5,9,11,14,13
10205,Valverde del Fresno,2,2,1,1,1,1,1,1
10206,Viandar de la Vera,1,1,1,1,1,1,1,1
10207,Villa del Campo,0,0,0,0,0,0,0,0
10208,Villa del Rey,5,5,5,6,7,7,7,1
10209,Villamesías,0,0,0,0,0,0,0,0
10210,Villamiel,8,7,8,15,11,12,14,16
10211,Villanueva de la Sierra,1,1,0,0,0,0,0,0
10212,Villanueva de la Vera,18,20,21,16,16,18,15,18
10213,Villar del Pedroso,0,0,0,0,0,0,0,0
10214,Villar de Plasencia,4,4,6,6,6,7,5,6
10215,Villasbuenas de Gata,0,0,0,0,0,0,0,0
10216,Zarza de Granadilla,10,10,11,11,14,10,11,16
10217,Zarza de Montánchez,4,4,0,0,0,0,0,0
10218,Zarza la Mayor,10,6,11,10,6,6,2,2
10219,Zorita,0,0,0,0,3,1,1,1
10901,Rosalejo,3,3,3,0,3,0,3,3
10902,Vegaviana,0,0,0,0,0,0,0,0
10903,Alagón del Río,0,0,0,0,0,0,0,2
10904,Tiétar,,,,,,,,
10905,Pueblonuevo de Miramontes,,,,,,,,
11,Cádiz,11820,10801,11754,10761,13357,12424,14894,14534
11,Extremadura,1366,1268,1289,1282,1478,1520,1592,1759
11001,Alcalá de los Gazules,7,9,10,13,15,13,17,24
11002,Alcalá del Valle,1,2,4,3,2,5,5,5
11003,Algar,7,6,7,11,12,11,12,11
11004,Algeciras,90,97,100,93,113,114,127,153
11005,Algodonales,53,43,44,38,47,58,69,58
11006,Arcos de la Frontera,168,150,153,151,184,190,229,231
11007,Barbate,637,578,682,621,799,703,887,829
11008,"Barrios, Los",7,6,6,11,11,17,22,24
11009,Benaocaz,21,19,19,28,27,29,29,33
11010,Bornos,2,2,3,3,2,2,3,4
11011,"Bosque, El",80,82,77,86,80,87,86,81
11012,Cádiz,1517,1328,1474,1294,1493,1436,1607,1641
11013,Castellar de la Frontera,1,1,1,3,7,7,7,10
11014,Conil de la Frontera,2007,1865,2018,1743,2270,2016,2443,2206
11015,Chiclana de la Frontera,1306,1177,1286,1183,1511,1355,1865,1789
11016,Chipiona,231,205,217,205,256,262,310,299
11017,Espera,0,0,0,0,0,0,0,0
11018,"Gastor, El",60,59,58,49,55,61,72,77
11019,Grazalema,69,72,71,70,73,72,73,64
11020,Jerez de la Frontera,677,568,605,637,742,765,852,922
11021,Jimena de la Frontera,23,23,21,16,24,30,35,43
11022,"Línea de la Concepción, La",46,41,50,39,41,44,64,105
11023,Medina Sidonia,54,44,56,47,67,67,77,78
11024,Olvera,29,27,35,34,42,45,45,45
11025,Paterna de Rivera,1,1,1,1,1,2,4,2
11026,Prado del Rey,28,24,20,26,28,25,31,34
11027,"Puerto de Santa María, El",816,715,779,659,871,802,1029,1025
11028,Puerto Real,64,54,62,52,77,60,99,107
11029,Puerto Serrano,7,8,9,9,9,10,9,10
11030,Rota,382,348,362,359,409,399,473,478
11031,San Fernando,72,56,80,68,101,99,137,144
11032,Sanlúcar de Barrameda,445,382,466,428,599,601,720,672
11033,San Roque,430,430,428,379,470,442,508,475
11034,Setenil de las Bodegas,52,55,51,58,69,58,62,67
11035,Tarifa,1694,1631,1761,1613,1930,1679,1898,1807
11036,Torre Alháquime,2,2,2,2,2,3,3,3
11037,Trebujena,1,1,1,1,0,0,0,0
11038,Ubrique,19,15,15,17,34,21,20,21
11039,Vejer de la Frontera,645,609,646,620,801,762,872,860
11040,Villaluenga del Rosario,6,7,7,7,6,6,5,6
11041,Villamartín,11,19,19,23,13,10,11,11
11042,Zahara,33,21,23,30,28,27,28,25
11901,Benalup-Casas Viejas,18,18,24,30,35,27,47,51
11902,San José del Valle,1,1,1,1,1,2,2,2
11903,San Martín del Tesorillo,,,,,,,,2
12,Castellón/Castelló,5574,4750,5690,4914,6100,5527,7020,6807
12,Galicia,12548,11398,13502,12695,15966,14775,18080,17883
12001,Atzeneta del Maestrat,8,7,7,12,14,15,16,13
12002,Aín,1,1,1,0,0,0,2,3
12003,Albocàsser,3,3,3,3,4,5,4,5
12004,Alcalà de Xivert,819,700,859,675,850,702,865,805
12005,"Alcora, l'",2,3,4,5,5,5,9,7
12006,Alcudia de Veo,6,7,9,9,5,5,5,5
12007,Alfondeguilla,3,3,2,3,1,2,2,2
12008,Algimia de Almonacid,2,2,2,1,2,2,3,3
12009,Almassora,14,15,17,19,18,19,18,25
12010,Almedíjar,1,0,1,1,1,1,1,0
12011,Almenara,35,29,31,28,37,31,43,46
12012,Altura,8,7,8,8,10,13,12,15
12013,Arañuel,1,1,1,1,1,1,1,1
12014,Ares del Maestrat,0,0,0,1,1,1,1,0
12015,Argelita,0,0,0,1,1,1,1,1
12016,Artana,3,2,1,0,1,3,3,3
12017,Ayódar,2,5,1,1,0,0,1,1
12018,Azuébar,0,0,0,0,0,1,0,1
12020,Barracas,2,2,2,1,2,2,2,2
12021,Betxí,0,0,3,0,1,0,0,1
12022,Bejís,3,4,5,3,4,2,2,2
12024,Benafer,5,8,9,10,12,8,8,13
12025,Benafigos,1,1,1,1,1,1,1,1
12026,Benassal,9,7,8,6,8,8,9,9
12027,Benicarló,176,152,182,163,212,198,251,245
12028,Benicàssim/Benicasim,396,332,388,329,418,353,481,470
12029,Benlloc,2,2,2,1,2,1,1,1
12031,Borriol,7,5,3,5,4,3,4,2
12032,Borriana/Burriana,71,64,69,54,78,82,109,114
12033,Cabanes,47,43,51,45,53,45,100,102
12034,Càlig,15,11,11,11,20,20,24,24
12036,Canet lo Roig,1,1,2,2,2,2,2,3
12037,Castell de Cabres,0,0,0,0,0,0,0,0
12038,Castellfort,0,3,0,2,4,4,5,6
12039,Castellnovo,4,5,3,1,3,1,4,3
12040,Castelló de la Plana,360,294,348,316,396,355,443,473
12041,Castillo de Villamalefa,0,0,0,0,0,0,0,0
12042,Catí,6,5,6,5,5,8,10,8
12043,Caudiel,8,11,7,9,10,15,13,17
12044,Cervera del Maestre,10,10,8,6,5,8,7,6
12045,Cinctorres,9,8,9,9,8,4,5,5
12046,Cirat,3,3,4,5,4,4,5,4
12048,Cortes de Arenoso,7,9,11,9,11,10,7,7
12049,Costur,4,0,1,1,1,1,1,1
12050,"Coves de Vinromà, les",5,3,3,4,4,4,6,6
12051,Culla,3,8,3,5,4,4,6,4
12052,Xert,10,11,5,4,8,7,3,2
12053,Chilches/Xilxes,39,36,41,27,41,44,55,55
12055,Xodos/Chodos,2,1,1,1,2,2,3,2
12056,Chóvar,3,3,4,4,2,1,1,1
12057,Eslida,13,9,8,11,10,12,16,18
12058,Espadilla,0,0,0,0,0,0,0,0
12059,Fanzara,2,2,1,2,2,1,1,2
12060,Figueroles,1,1,0,0,0,0,0,0
12061,Forcall,1,2,2,1,2,2,2,2
12063,Fuente la Reina,0,2,2,1,1,1,1,1
12064,Fuentes de Ayódar,0,0,0,0,0,0,0,0
12065,Gaibiel,0,0,1,1,1,1,1,0
12067,Geldo,0,0,0,0,0,0,1,2
12068,Herbers,1,1,1,1,2,1,2,2
12069,Higueras,0,2,0,0,0,0,0,0
12070,"Jana, la",2,2,2,2,2,1,1,2
12071,Jérica,8,6,11,11,12,17,16,20
12072,Llucena/Lucena del Cid,7,7,12,10,7,8,9,11
12073,Ludiente,0,0,0,0,0,1,2,2
12074,"Llosa, la",3,4,3,3,6,6,6,4
12075,"Mata de Morella, la",2,2,2,1,1,1,4,5
12076,Matet,0,0,0,1,0,0,0,1
12077,Moncofa,162,146,153,135,150,154,194,218
12078,Montán,12,11,10,8,9,10,10,10
12079,Montanejos,18,16,18,16,22,21,19,23
12080,Morella,61,60,62,63,60,70,68,71
12081,Navajas,10,8,9,8,8,10,15,15
12082,Nules,25,24,23,19,25,22,26,31
12083,Olocau del Rey,3,5,5,7,18,11,11,7
12084,Onda,5,5,7,6,6,9,9,11
12085,Orpesa/Oropesa del Mar,948,792,992,888,1042,986,1364,1282
12087,Palanques,3,3,1,0,0,0,0,0
12088,Pavías,1,1,1,1,1,1,1,1
12089,Peníscola/Peñíscola,1377,1072,1423,1160,1572,1325,1640,1530
12090,Pina de Montalgrao,0,0,0,0,0,0,0,0
12091,Portell de Morella,0,0,0,0,0,3,4,4
12092,Puebla de Arenoso,1,0,0,0,0,2,3,5
12093,"Pobla de Benifassà, la",7,7,8,7,9,10,10,11
12094,"Pobla Tornesa, la",9,10,14,9,9,9,11,9
12095,Ribesalbes,1,1,0,0,0,0,0,0
12096,Rossell,4,5,8,7,8,9,12,12
12097,Sacañet,0,0,0,0,0,0,0,0
12098,"Salzadella, la",2,2,2,2,1,1,0,1
12099,Sant Jordi/San Jorge,151,151,144,137,135,142,160,162
12100,Sant Mateu,12,10,11,10,13,14,15,12
12101,San Rafael del Río,6,6,5,6,6,6,6,6
12102,Santa Magdalena de Pulpis,4,3,1,1,1,1,2,2
12103,"Serratella, la",0,1,0,0,0,0,0,0
12104,Segorbe,18,20,26,23,22,25,24,29
12105,Sierra Engarcerán,4,3,3,3,2,3,3,5
12106,Soneja,1,2,1,1,0,0,1,1
12107,Sot de Ferrer,0,0,0,1,1,1,1,0
12108,Suera/Sueras,0,0,0,2,2,2,1,2
12109,Tales,1,1,1,1,2,3,4,3
12110,Teresa,1,1,0,0,0,0,0,0
12111,Tírig,1,0,1,1,1,1,0,0
12112,Todolella,1,1,4,3,4,3,4,1
12113,Toga,0,0,0,0,0,0,0,0
12114,Torás,3,1,1,1,1,1,2,3
12115,"Toro, El",1,2,3,2,0,0,0,0
12116,Torralba del Pinar,0,0,0,0,0,0,2,1
12117,Torreblanca,55,54,57,46,62,57,81,79
12118,Torrechiva,0,0,0,1,1,1,2,1
12119,"Torre d'en Besora, la",0,0,0,0,0,0,0,1
12120,"Torre d'en Doménec, la",1,1,0,0,0,0,0,0
12121,Traiguera,3,3,4,3,5,4,8,6
12122,"Useres, les/Useras",11,17,15,17,18,14,16,16
12123,Vallat,0,0,0,0,0,0,0,0
12124,Vall d'Alba,7,6,6,9,6,8,5,7
12125,Vall de Almonacid,3,3,3,3,3,3,3,4
12126,"Vall d'Uixó, la",14,14,13,13,12,16,17,23
12127,Vallibona,2,2,3,2,2,3,5,4
12128,Vilafamés,19,22,19,21,23,18,21,24
12129,Vilafranca/Villafranca del Cid,15,15,15,16,18,15,18,15
12130,Villahermosa del Río,7,9,9,11,10,11,9,9
12131,Villamalur,0,0,0,0,0,0,0,0
12132,Vilanova d'Alcolea,4,1,2,2,1,1,0,0
12133,Villanueva de Viver,1,4,7,7,7,6,7,6
12134,Vilar de Canes,1,1,1,1,1,1,1,1
12135,Vila-real,19,21,20,14,20,21,27,30
12136,"Vilavella, la",1,1,0,0,0,0,1,1
12137,Villores,0,0,1,1,1,1,0,0
12138,Vinaròs,376,316,368,345,437,416,539,495
12139,Vistabella del Maestrat,12,12,10,10,11,9,8,7
12140,Viver,7,4,5,6,6,4,3,4
12141,Zorita del Maestrazgo,0,0,0,1,0,1,0,1
12142,Zucaina,0,0,0,0,0,0,0,0
12901,"Alqueries, les/Alquerías del Niño Perdido",7,7,13,5,4,6,8,6
12902,Sant Joan de Moró,0,0,0,0,0,0,2,2
13,Ciudad Real,511,492,544,539,592,629,641,727
13,"Madrid, Comunidad de",19597,17802,17400,15241,15763,16351,16970,19456
13001,Abenójar,0,0,0,0,0,0,0,0
13002,Agudo,3,3,3,3,2,2,2,2
13003,Alamillo,0,0,0,0,0,0,0,0
13004,Albaladejo,0,0,0,0,1,1,1,1
13005,Alcázar de San Juan,12,11,17,20,19,24,24,25
13006,Alcoba,2,1,1,1,0,0,0,0
13007,Alcolea de Calatrava,1,1,1,1,0,0,0,1
13008,Alcubillas,0,0,0,0,0,0,0,0
13009,Aldea del Rey,0,0,0,0,0,0,0,5
13010,Alhambra,5,4,6,7,4,4,6,7
13011,Almadén,3,3,3,2,2,2,0,0
13012,Almadenejos,0,0,0,0,0,0,0,0
13013,Almagro,87,83,107,103,113,113,100,107
13014,Almedina,0,0,0,0,0,0,0,0
13015,Almodóvar del Campo,4,1,1,0,0,0,1,2
13016,Almuradiel,1,1,1,1,1,1,0,0
13017,Anchuras,0,0,0,0,0,0,0,0
13018,Arenas de San Juan,1,1,1,1,1,1,1,2
13019,Argamasilla de Alba,26,28,28,30,31,34,35,36
13020,Argamasilla de Calatrava,0,0,0,0,0,0,0,0
13021,Arroba de los Montes,0,0,0,0,0,0,0,1
13022,Ballesteros de Calatrava,0,0,0,0,0,0,0,0
13023,Bolaños de Calatrava,7,7,7,6,5,6,5,5
13024,Brazatortas,4,4,2,3,3,3,3,4
13025,Cabezarados,1,1,0,0,0,0,0,0
13026,Cabezarrubias del Puerto,0,0,0,0,0,0,0,0
13027,Calzada de Calatrava,4,5,3,2,2,3,4,3
13028,Campo de Criptana,11,13,15,13,19,16,12,9
13029,Cañada de Calatrava,1,1,1,0,0,0,0,0
13030,Caracuel de Calatrava,0,0,0,0,0,0,0,0
13031,Carrión de Calatrava,2,3,2,2,3,3,4,2
13032,Carrizosa,0,0,0,0,1,1,1,2
13033,Castellar de Santiago,5,4,3,3,3,4,4,3
13034,Ciudad Real,62,55,57,59,69,69,80,83
13035,Corral de Calatrava,3,3,3,3,3,3,4,11
13036,"Cortijos, Los",1,1,2,3,2,2,2,2
13037,Cózar,1,1,1,1,1,1,1,1
13038,Chillón,1,1,1,1,1,1,1,1
13039,Daimiel,16,20,20,26,30,29,29,37
13040,Fernán Caballero,4,3,3,3,6,7,9,8
13041,Fontanarejo,0,0,0,0,0,0,0,0
13042,Fuencaliente,2,2,2,0,1,1,1,2
13043,Fuenllana,0,0,0,0,0,0,0,0
13044,Fuente el Fresno,6,5,4,6,6,5,6,7
13045,Granátula de Calatrava,5,5,5,5,5,5,5,5
13046,Guadalmez,0,0,0,0,0,0,0,0
13047,Herencia,6,6,6,7,8,12,15,19
13048,Hinojosas de Calatrava,0,0,0,0,0,0,0,0
13049,Horcajo de los Montes,1,1,1,1,1,1,1,1
13050,"Labores, Las",0,0,0,0,0,0,1,2
13051,Luciana,1,0,0,0,0,0,0,0
13052,Malagón,8,6,7,7,11,18,19,16
13053,Manzanares,7,9,7,5,7,10,7,13
13054,Membrilla,2,2,5,3,7,8,8,8
13055,Mestanza,0,0,2,2,1,0,0,0
13056,Miguelturra,3,2,5,4,4,4,4,4
13057,Montiel,2,2,3,4,4,2,3,5
13058,Moral de Calatrava,0,0,1,0,0,2,2,4
13059,Navalpino,0,0,0,0,0,1,1,1
13060,Navas de Estena,6,5,5,5,4,7,6,6
13061,Pedro Muñoz,4,4,5,6,6,7,6,7
13062,Picón,4,5,5,5,8,7,5,6
13063,Piedrabuena,1,1,1,1,2,1,1,1
13064,Poblete,1,1,1,1,2,2,3,3
13065,Porzuna,3,2,4,3,3,5,3,3
13066,Pozuelo de Calatrava,0,0,0,0,0,0,1,1
13067,"Pozuelos de Calatrava, Los",0,0,0,0,0,0,0,0
13068,Puebla de Don Rodrigo,5,5,5,5,6,6,6,6
13069,Puebla del Príncipe,0,0,0,0,0,0,1,1
13070,Puerto Lápice,2,2,2,2,2,2,3,4
13071,Puertollano,7,9,10,7,10,10,12,24
13072,Retuerta del Bullaque,6,7,7,7,7,10,11,12
13073,Saceruela,1,0,0,0,0,0,0,0
13074,San Carlos del Valle,2,3,3,2,3,3,3,4
13075,San Lorenzo de Calatrava,0,0,0,0,0,0,0,0
13076,Santa Cruz de los Cáñamos,0,0,0,0,0,0,0,0
13077,Santa Cruz de Mudela,2,0,0,2,2,0,0,2
13078,Socuéllamos,9,10,10,10,7,6,6,7
13079,"Solana, La",10,5,5,5,5,2,5,4
13080,Solana del Pino,0,0,0,0,0,0,0,1
13081,Terrinches,1,1,1,0,0,0,0,0
13082,Tomelloso,14,20,20,19,19,23,20,27
13083,Torralba de Calatrava,0,0,0,0,0,1,1,0
13084,Torre de Juan Abad,2,2,2,1,1,1,1,1
13085,Torrenueva,2,0,1,1,1,1,2,3
13086,Valdemanco del Esteras,0,0,0,0,0,0,0,0
13087,Valdepeñas,14,12,13,15,18,24,29,32
13088,Valenzuela de Calatrava,0,0,0,0,0,0,1,1
13089,Villahermosa,0,1,1,1,1,1,2,2
13090,Villamanrique,1,1,1,1,9,9,1,1
13091,Villamayor de Calatrava,1,1,1,1,0,0,0,0
13092,Villanueva de la Fuente,2,1,1,2,1,1,1,1
13093,Villanueva de los Infantes,12,18,17,13,9,10,15,20
13094,Villanueva de San Carlos,0,0,0,0,0,0,0,0
13095,Villar del Pozo,0,0,0,0,0,0,0,0
13096,Villarrubia de los Ojos,2,2,3,3,7,5,6,5
13097,Villarta de San Juan,3,3,3,3,4,2,2,2
13098,Viso del Marqués,0,0,0,0,0,0,1,1
13901,"Robledo, El",11,9,8,7,8,7,5,7
13902,Ruidera,71,62,71,70,67,74,78,83
13903,Arenales de San Gregorio,0,0,0,2,2,2,2,2
13904,Llanos del Caudillo,1,1,1,1,1,1,0,0
14,Córdoba,1672,1487,1486,1535,1827,2006,2250,2521
14,"Murcia, Región de",6146,5722,5741,5554,6133,6288,6952,7309
14001,Adamuz,1,0,0,1,1,0,1,1
14002,Aguilar de la Frontera,2,2,2,4,5,5,6,8
14003,Alcaracejos,3,3,3,7,7,5,3,3
14004,Almedinilla,5,6,5,6,5,5,6,6
14005,Almodóvar del Río,24,24,25,21,28,25,30,39
14006,Añora,1,1,1,2,2,2,2,1
14007,Baena,12,10,12,18,23,40,46,50
14008,Belalcázar,0,0,0,0,0,0,0,0
14009,Belmez,2,2,2,1,1,1,1,1
14010,Benamejí,3,3,2,2,4,3,2,3
14011,"Blázquez, Los",0,0,0,0,0,0,0,0
14012,Bujalance,2,1,2,2,2,2,2,2
14013,Cabra,4,4,4,7,5,5,6,8
14014,Cañete de las Torres,0,0,0,0,0,0,1,1
14015,Carcabuey,12,11,10,11,12,11,13,16
14016,Cardeña,6,6,5,6,10,8,8,9
14017,"Carlota, La",6,6,6,5,8,8,7,8
14018,"Carpio, El",1,1,1,1,1,0,0,1
14019,Castro del Río,2,2,2,2,3,2,2,2
14020,Conquista,0,0,0,0,0,0,0,0
14021,Córdoba,1364,1182,1174,1180,1406,1526,1726,1981
14022,Doña Mencía,0,2,2,2,5,4,5,5
14023,Dos Torres,0,0,0,0,0,0,0,0
14024,Encinas Reales,2,2,3,3,3,2,2,1
14025,Espejo,0,0,0,0,0,0,0,0
14026,Espiel,1,1,1,3,5,5,5,5
14027,Fernán-Núñez,1,1,1,1,1,2,2,2
14028,Fuente la Lancha,0,0,0,0,1,1,1,0
14029,Fuente Obejuna,1,1,2,3,6,9,7,6
14030,Fuente Palmera,4,3,3,3,4,4,2,2
14031,Fuente-Tójar,0,0,0,0,0,2,2,2
14032,"Granjuela, La",0,0,0,0,0,0,0,0
14033,Guadalcázar,4,4,4,3,3,2,2,0
14034,"Guijo, El",0,0,1,1,1,1,1,1
14035,Hinojosa del Duque,1,1,1,1,1,1,1,0
14036,Hornachuelos,20,25,25,28,20,43,42,43
14037,Iznájar,20,18,14,22,23,25,25,23
14038,Lucena,20,14,18,22,28,37,44,47
14039,Luque,6,6,6,7,9,13,12,13
14040,Montalbán de Córdoba,0,0,0,1,1,2,0,0
14041,Montemayor,10,10,13,14,15,13,13,12
14042,Montilla,19,16,17,13,19,19,18,18
14043,Montoro,6,6,7,4,5,6,7,13
14044,Monturque,1,1,1,1,1,1,1,1
14045,Moriles,2,2,2,2,3,1,2,2
14046,Nueva Carteya,1,1,1,1,1,1,1,1
14047,Obejo,4,3,3,0,1,1,10,12
14048,Palenciana,0,0,0,0,0,0,0,1
14049,Palma del Río,6,6,6,7,5,9,8,8
14050,Pedro Abad,0,0,0,0,0,0,0,0
14051,Pedroche,2,0,2,2,2,1,2,0
14052,Peñarroya-Pueblonuevo,0,0,0,0,0,0,2,2
14053,Posadas,4,4,2,3,6,6,8,7
14054,Pozoblanco,4,4,4,5,4,4,4,4
14055,Priego de Córdoba,26,29,28,30,47,49,54,49
14056,Puente Genil,9,12,13,15,20,21,21,22
14057,"Rambla, La",3,3,2,2,2,3,3,2
14058,Rute,14,13,12,16,18,19,20,21
14059,San Sebastián de los Ballesteros,2,1,1,1,1,1,1,1
14060,Santaella,8,9,8,7,3,6,6,5
14061,Santa Eufemia,0,0,0,1,1,1,1,1
14062,Torrecampo,0,0,0,0,1,1,1,1
14063,Valenzuela,0,0,0,0,0,0,0,0
14064,Valsequillo,0,0,0,0,0,0,0,0
14065,"Victoria, La",0,0,0,0,4,5,4,4
14066,Villa del Río,0,0,0,0,0,0,0,0
14067,Villafranca de Córdoba,4,4,5,3,4,4,7,7
14068,Villaharta,2,3,4,4,4,3,3,2
14069,Villanueva de Córdoba,2,1,1,3,3,2,3,3
14070,Villanueva del Duque,2,2,2,2,2,2,2,2
14071,Villanueva del Rey,0,0,0,1,1,1,1,0
14072,Villaralto,1,1,1,1,1,1,1,1
14073,Villaviciosa de Córdoba,3,6,6,7,6,4,10,9
14074,"Viso, El",0,0,0,0,0,0,0,1
14075,Zuheros,7,8,8,14,13,20,21,18
14901,Fuente Carreteros,,,,,,,,
14902,"Guijarrosa, La",,,,,,,,1
15,"Coruña, A",4963,4536,5244,4981,6109,5628,6694,6660
15,"Navarra, Comunidad Foral de",1071,993,993,936,1225,1236,1340,1583
15001,Abegondo,8,8,9,9,12,11,13,10
15002,Ames,82,96,100,98,108,96,88,89
15003,Aranga,1,1,1,1,2,3,3,3
15004,Ares,54,52,55,51,67,60,77,78
15005,Arteixo,35,34,26,27,30,41,34,33
15006,Arzúa,73,61,76,79,99,97,105,93
15007,"Baña, A",9,9,7,8,9,7,10,7
15008,Bergondo,29,23,25,30,31,28,29,35
15009,Betanzos,27,26,23,19,28,27,35,35
15010,Boimorto,10,11,11,12,15,13,16,15
15011,Boiro,130,114,149,131,164,168,187,181
15012,Boqueixón,1,1,2,3,5,5,4,9
15013,Brión,26,24,23,22,30,28,28,31
15014,Cabana de Bergantiños,57,56,60,67,67,67,74,76
15015,Cabanas,22,21,24,24,28,23,26,20
15016,Camariñas,88,78,98,89,119,107,137,125
15017,Cambre,18,15,19,16,17,18,20,17
15018,"Capela, A",1,2,2,1,1,2,2,2
